"经度","纬度","业务时间","卡片记录编码","线路名称","经纬度","上车站点","实际站点"
114.06298,22.536867,2014-06-09 07:14:00,322836967,"68路","114.06298,22.536867",21,15
114.033096,22.628099,2014-06-09 07:53:00,293146858,"68路","114.033096,22.628099",10,30
114.023246,22.531566,2014-06-09 07:50:00,294668360,"68路","114.023246,22.531566",26,9
114.0625,22.563899,2014-06-09 07:39:00,20455824,"68路","114.0625,22.563899",31,21
113.945037,22.537048,2014-06-09 07:08:00,322750402,"68路","113.945037,22.537048",29,4
114.063117,22.528333,2014-06-09 07:41:00,329452275,"68路","114.063117,22.528333",25,14
114.074501,22.542865,2014-06-09 07:49:00,327340038,"68路","114.074501,22.542865",9,17
114.071533,22.655033,2014-06-09 06:17:00,325080700,"68路","114.071533,22.655033",28,39
114.061233,22.65085,2014-06-09 06:20:00,321735990,"68路","114.061233,22.65085",13,36
114.072196,22.654617,2014-06-09 06:20:00,322283775,"68路","114.072196,22.654617",28,39
114.035346,22.64245,2014-06-09 06:35:00,328787537,"68路","114.035346,22.64245",2,31
114.063049,22.526367,2014-06-09 07:15:00,330048256,"68路","114.063049,22.526367",25,14
114.071601,22.655,2014-06-09 06:24:00,291477250,"68路","114.071601,22.655",28,39
114.042564,22.639432,2014-06-09 06:54:00,23379456,"68路","114.042564,22.639432",2,31
114.040084,22.641,2014-06-09 06:54:00,20203780,"68路","114.040084,22.641",2,31
114.063079,22.525217,2014-06-09 07:32:00,326544934,"68路","114.063079,22.525217",25,14
114.042152,22.639616,2014-06-09 06:24:00,660310979,"68路","114.042152,22.639616",2,31
114.038513,22.641515,2014-06-09 06:25:00,321757202,"68路","114.038513,22.641515",2,31
114.072219,22.543117,2014-06-09 06:57:00,326356792,"68路","114.072219,22.543117",9,17
114.033264,22.628517,2014-06-09 07:38:00,294643527,"68路","114.033264,22.628517",10,30
114.032585,22.629749,2014-06-09 07:20:00,327414394,"68路","114.032585,22.629749",10,30
114.034881,22.624067,2014-06-09 07:22:00,20222433,"68路","114.034881,22.624067",10,30
114.035949,22.619815,2014-06-09 07:24:00,660317743,"68路","114.035949,22.619815",10,30
114.063049,22.525234,2014-06-09 07:55:00,323812840,"68路","114.063049,22.525234",25,14
114.065971,22.659116,2014-06-09 06:08:00,291441325,"68路","114.065971,22.659116",1,37
114.038772,22.523111,2014-06-09 07:00:00,293821217,"68路","114.038772,22.523111",5,11
114.067634,22.659933,2014-06-09 07:16:00,328815073,"68路","114.067634,22.659933",34,38
114.062965,22.655317,2014-06-09 07:18:00,296131426,"68路","114.062965,22.655317",1,37
114.042266,22.639549,2014-06-09 07:31:00,330155215,"68路","114.042266,22.639549",2,31
114.034698,22.624149,2014-06-09 07:45:00,323954232,"68路","114.034698,22.624149",10,30
114.035919,22.619766,2014-06-09 07:48:00,360901446,"68路","114.035919,22.619766",10,30
114.040519,22.610149,2014-06-09 07:53:00,322850681,"68路","114.040519,22.610149",19,28
114.061065,22.649333,2014-06-09 07:37:00,293987636,"68路","114.061065,22.649333",13,36
114.039817,22.640783,2014-06-09 07:14:00,326681596,"68路","114.039817,22.640783",2,31
114.03823,22.641567,2014-06-09 07:15:00,328176530,"68路","114.03823,22.641567",2,31
114.071403,22.655117,2014-06-09 06:29:00,324880026,"68路","114.071403,22.655117",28,39
114.039817,22.641016,2014-06-09 06:45:00,294837591,"68路","114.039817,22.641016",2,31
114.031982,22.638805,2014-06-09 06:48:00,700051517,"68路","114.031982,22.638805",2,31
114.032615,22.629533,2014-06-09 06:52:00,293167838,"68路","114.032615,22.629533",10,30
114.061332,22.572082,2014-06-09 07:13:00,323269135,"68路","114.061332,22.572082",38,22
114.06282,22.536367,2014-06-09 07:32:00,360837617,"68路","114.06282,22.536367",21,15
114.051803,22.518316,2014-06-09 07:40:00,20979089,"68路","114.051803,22.518316",8,12
114.037567,22.5237,2014-06-09 07:45:00,291369092,"68路","114.037567,22.5237",5,11
114.035346,22.524866,2014-06-09 07:46:00,290634859,"68路","114.035346,22.524866",5,11
114.029533,22.5282,2014-06-09 07:51:00,325798630,"68路","114.029533,22.5282",4,10
114.039947,22.640899,2014-06-09 07:22:00,327469801,"68路","114.039947,22.640899",2,31
114.032699,22.629365,2014-06-09 07:29:00,292357025,"68路","114.032699,22.629365",10,30
114.03598,22.619649,2014-06-09 07:35:00,323487052,"68路","114.03598,22.619649",10,30
114.063034,22.655599,2014-06-09 07:09:00,293169497,"68路","114.063034,22.655599",1,37
114.061431,22.652099,2014-06-09 07:10:00,361082257,"68路","114.061431,22.652099",13,36
