经度,纬度,业务时间,卡片记录编码,线路名称,经纬度,上车站点,实际站点
113.94068100000001,22.560766,2014-06-09 18:23,287073739,68路,"113.940681,22.560766",17,2
113.94062,22.542417,2014-06-09 18:47,328418077,68路,"113.94062,22.542417",6,3
113.941047,22.539266,2014-06-09 18:48,321929807,68路,"113.941047,22.539266",6,3
114.062751,22.537216,2014-06-09 18:34,327382340,68路,"114.062751,22.537216",21,15
113.93755300000001,22.56245,2014-06-09 18:28,23587903,68路,"113.937553,22.56245",30,1
114.04658500000001,22.519033,2014-06-09 18:08,180056558,68路,"114.046585,22.519033",8,12
113.94053600000001,22.5487,2014-06-09 18:59,323186257,68路,"113.940536,22.5487",6,3
114.0428,22.639284,2014-06-09 18:13,296268108,68路,"114.0428,22.639284",2,31
114.036102,22.619498999999998,2014-06-09 18:34,80338552,68路,"114.036102,22.619499",10,30
114.04993400000001,22.63775,2014-06-09 18:06,285064255,68路,"114.049934,22.63775",35,32
114.041519,22.640064000000002,2014-06-09 18:07,360881035,68路,"114.041519,22.640064",2,31
114.040504,22.604967000000002,2014-06-09 18:31,323441047,68路,"114.040504,22.604967",32,26
114.040557,22.611143,2014-06-09 18:12,296127847,68路,"114.040557,22.611143",19,28
114.062118,22.64035,2014-06-09 18:47,361076304,68路,"114.062118,22.64035",11,34
113.99708500000001,22.529476000000003,2014-06-09 18:34,326097501,68路,"113.997085,22.529476",18,7
114.066581,22.551182999999998,2014-06-09 18:06,329309436,68路,"114.066581,22.551183",20,20
114.06328500000001,22.655866,2014-06-09 18:21,251241039,68路,"114.063285,22.655866",1,37
114.03868100000001,22.6415,2014-06-09 18:44,329680877,68路,"114.038681,22.6415",2,31
114.03218000000001,22.639734,2014-06-09 18:48,322463585,68路,"114.03218,22.639734",2,31
114.033096,22.62898,2014-06-09 18:57,326355267,68路,"114.033096,22.62898",10,30
114.06621499999999,22.659215,2014-06-09 18:35,293681482,68路,"114.066215,22.659215",1,37
114.06156899999999,22.638832999999998,2014-06-09 18:48,328786553,68路,"114.061569,22.638833",11,34
